Sr No.,Spectrum,ComponentName,C,O,Al,Si,P,S,Cr,Mn,Ni,Pb,Fe,Mo,Cu,Sn,Zn,Au,K,N,Ca,V,W,Cl
139,39,Armature Guide,2.11,0.52,0.07,0.36,0.01,0.02,1.68,0.23,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,40,Armature Guide,2.25,0.54,0.08,0.31,0.01,0.02,1.84,0.25,0.0,0.0,94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,41,Armature Guide,1.94,0.5,0.08,0.35,0.01,0.02,1.51,0.2,0.0,0.0,95.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,42,Armature Guide,1.98,0.44,0.1,0.38,0.01,0.02,1.38,0.31,0.0,0.0,95.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,43,Armature Guide,2.23,0.48,0.07,0.39,0.01,0.02,1.66,0.25,0.0,0.0,94.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,44,Armature Guide,2.34,0.52,0.06,0.41,0.01,0.02,1.59,0.31,0.0,0.0,94.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,45,Armature Guide,2.29,0.6,0.08,0.43,0.01,0.02,1.87,0.34,0.0,0.0,94.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,46,Armature Guide,2.36,0.54,0.09,0.35,0.01,0.02,1.59,0.22,0.0,0.0,94.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,47,Armature Guide,1.97,0.47,0.08,0.38,0.01,0.01,1.73,0.22,0.0,0.0,95.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,48,Armature Guide,1.96,0.6,0.07,0.41,0.01,0.02,1.86,0.22,0.0,0.0,94.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,49,Armature Guide,2.51,0.64,0.08,0.33,0.01,0.02,1.8,0.24,0.0,0.0,94.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,50,Armature Guide,1.87,0.56,0.07,0.41,0.01,0.02,1.58,0.23,0.0,0.0,95.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,51,Armature Guide,1.81,0.43,0.09,0.33,0.01,0.02,1.85,0.26,0.0,0.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,52,Armature Guide,2.36,0.53,0.09,0.34,0.01,0.02,1.76,0.27,0.0,0.0,94.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,53,Armature Guide,2.02,0.63,0.06,0.34,0.01,0.02,1.87,0.23,0.0,0.0,94.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,54,Armature Guide,2.05,0.53,0.1,0.37,0.01,0.02,1.66,0.23,0.0,0.0,95.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,55,Armature Guide,2.05,0.48,0.08,0.44,0.01,0.02,1.83,0.21,0.0,0.0,94.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,56,Armature Guide,2.4,0.5,0.07,0.35,0.01,0.02,1.67,0.27,0.0,0.0,94.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,57,Armature Guide,2.04,0.48,0.07,0.35,0.01,0.02,1.55,0.22,0.0,0.0,95.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,58,Armature Guide,2.18,0.69,0.08,0.36,0.01,0.02,1.64,0.21,0.0,0.0,94.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,59,Armature Guide,1.97,0.63,0.07,0.33,0.01,0.02,1.77,0.23,0.0,0.0,94.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,60,Armature Guide,2.34,0.54,0.07,0.32,0.01,0.02,1.69,0.22,0.0,0.0,94.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,61,Armature Guide,2.05,0.55,0.06,0.37,0.01,0.02,2.02,0.24,0.0,0.0,94.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,62,Armature Guide,2.19,0.58,0.08,0.4,0.01,0.02,1.56,0.2,0.0,0.0,94.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,63,Armature Guide,2.34,0.7,0.07,0.34,0.01,0.02,1.57,0.22,0.0,0.0,94.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,64,Armature Guide,1.94,0.57,0.07,0.41,0.01,0.02,1.76,0.27,0.0,0.0,94.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,65,Armature Guide,2.08,0.49,0.1,0.37,0.01,0.02,1.7,0.24,0.0,0.0,94.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,66,Armature Guide,2.57,0.53,0.09,0.39,0.01,0.01,1.79,0.26,0.0,0.0,94.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,67,Armature Guide,2.24,0.49,0.08,0.35,0.01,0.02,1.53,0.24,0.0,0.0,95.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,68,Armature Guide,1.8,0.56,0.08,0.41,0.01,0.02,1.58,0.2,0.0,0.0,95.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,69,Armature Guide,1.9,0.47,0.08,0.35,0.01,0.02,1.41,0.21,0.0,0.0,95.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,70,Armature Guide,2.35,0.58,0.09,0.32,0.01,0.02,1.94,0.22,0.0,0.0,94.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,71,Armature Guide,2.66,0.5,0.09,0.35,0.01,0.02,1.78,0.23,0.0,0.0,94.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,72,Armature Guide,2.34,0.47,0.08,0.28,0.01,0.01,1.54,0.2,0.0,0.0,95.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,73,Armature Guide,2.34,0.54,0.11,0.48,0.01,0.03,2.04,0.27,0.0,0.0,94.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,74,Armature Guide,1.57,0.56,0.07,0.36,0.01,0.02,1.75,0.25,0.0,0.0,95.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,75,Armature Guide,2.28,0.67,0.07,0.34,0.01,0.02,1.65,0.25,0.0,0.0,94.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,76,Armature Guide,2.25,0.53,0.08,0.42,0.01,0.02,1.63,0.23,0.0,0.0,94.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,77,Armature Guide,2.22,0.53,0.08,0.35,0.01,0.02,1.75,0.24,0.0,0.0,94.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,78,Armature Guide,1.67,0.56,0.08,0.37,0.01,0.02,1.61,0.22,0.0,0.0,95.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,79,Armature Guide,2.19,0.48,0.07,0.39,0.01,0.02,1.59,0.22,0.0,0.0,95.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,80,Armature Guide,2.26,0.59,0.08,0.42,0.01,0.02,1.8,0.2,0.0,0.0,94.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,81,Armature Guide,1.89,0.66,0.07,0.35,0.01,0.02,1.51,0.21,0.0,0.0,95.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,82,Armature Guide,2.41,0.47,0.07,0.34,0.01,0.02,1.53,0.24,0.0,0.0,94.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,83,Armature Guide,2.38,0.62,0.09,0.36,0.01,0.02,1.75,0.21,0.0,0.0,94.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,84,Armature Guide,2.22,0.54,0.08,0.39,0.01,0.02,1.78,0.24,0.0,0.0,94.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,85,Armature Guide,1.88,0.55,0.06,0.29,0.01,0.02,1.74,0.25,0.0,0.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,86,Armature Guide,2.24,0.55,0.08,0.36,0.01,0.02,1.54,0.24,0.0,0.0,94.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,87,Armature Guide,2.21,0.62,0.07,0.34,0.01,0.02,1.49,0.3,0.0,0.0,94.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,88,Armature Guide,1.96,0.53,0.08,0.34,0.01,0.02,1.63,0.28,0.0,0.0,95.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,89,Armature Guide,2.03,0.52,0.07,0.4,0.01,0.02,1.52,0.2,0.0,0.0,95.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,90,Armature Guide,2.39,0.54,0.08,0.37,0.01,0.02,1.62,0.25,0.0,0.0,94.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,91,Armature Guide,1.92,0.49,0.08,0.39,0.01,0.02,1.55,0.24,0.0,0.0,95.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,92,Armature Guide,1.86,0.58,0.08,0.36,0.01,0.02,1.77,0.21,0.0,0.0,95.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,93,Armature Guide,1.78,0.63,0.08,0.41,0.01,0.03,1.6,0.25,0.0,0.0,95.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,94,Armature Guide,2.18,0.6,0.08,0.36,0.01,0.02,1.74,0.23,0.0,0.0,94.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,95,Armature Guide,2.04,0.48,0.07,0.38,0.01,0.02,1.74,0.25,0.0,0.0,95.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,96,Armature Guide,2.49,0.49,0.07,0.31,0.01,0.02,1.54,0.25,0.0,0.0,94.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,97,Armature Guide,1.84,0.59,0.07,0.34,0.01,0.02,1.93,0.24,0.0,0.0,94.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,1,Armature Plate,0.73,0.7,0.05,0.41,0.01,0.01,1.77,0.4,0.0,0.0,95.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,2,Armature Plate,0.7,0.74,0.05,0.33,0.01,0.01,1.78,0.35,0.0,0.0,96.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,3,Armature Plate,0.86,0.77,0.05,0.34,0.01,0.01,1.93,0.32,0.0,0.0,95.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,4,Armature Plate,1.0,0.52,0.06,0.32,0.01,0.01,1.96,0.36,0.0,0.0,95.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,5,Armature Plate,0.76,0.61,0.06,0.31,0.01,0.01,1.66,0.39,0.0,0.0,96.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,6,Armature Plate,0.78,0.6,0.05,0.31,0.01,0.01,1.81,0.44,0.0,0.0,95.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,7,Armature Plate,0.69,0.65,0.06,0.3,0.01,0.01,1.65,0.27,0.0,0.0,96.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,8,Armature Plate,0.96,0.69,0.05,0.25,0.01,0.01,1.68,0.29,0.0,0.0,96.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,9,Armature Plate,0.73,0.58,0.06,0.32,0.02,0.01,1.55,0.4,0.0,0.0,96.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,10,Armature Plate,0.83,0.57,0.06,0.34,0.01,0.01,1.6,0.28,0.0,0.0,96.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,11,Armature Plate,0.84,0.66,0.05,0.31,0.01,0.01,1.7,0.33,0.0,0.0,96.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,12,Armature Plate,0.62,0.57,0.05,0.37,0.01,0.01,1.61,0.33,0.0,0.0,96.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,13,Armature Plate,0.97,0.67,0.04,0.35,0.01,0.01,1.54,0.33,0.0,0.0,96.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,14,Armature Plate,1.03,0.56,0.06,0.31,0.01,0.01,1.88,0.32,0.0,0.0,95.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,15,Armature Plate,0.72,0.69,0.05,0.3,0.01,0.01,1.5,0.37,0.0,0.0,96.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,16,Armature Plate,0.87,0.68,0.05,0.31,0.01,0.01,1.88,0.35,0.0,0.0,95.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,17,Armature Plate,0.73,0.66,0.06,0.29,0.01,0.01,1.43,0.33,0.0,0.0,96.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,18,Armature Plate,0.91,0.55,0.05,0.28,0.01,0.01,1.79,0.33,0.0,0.0,96.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,19,Armature Plate,0.7,0.67,0.06,0.28,0.01,0.01,1.79,0.33,0.0,0.0,96.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,20,Armature Plate,0.91,0.59,0.05,0.33,0.01,0.01,1.72,0.4,0.0,0.0,95.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,21,Armature Plate,0.6,0.5,0.05,0.3,0.01,0.01,1.68,0.37,0.0,0.0,96.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,22,Armature Plate,0.81,0.64,0.06,0.33,0.01,0.01,1.57,0.34,0.0,0.0,96.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,23,Armature Plate,0.91,0.59,0.05,0.28,0.01,0.01,1.68,0.33,0.0,0.0,96.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,24,Armature Plate,0.8,0.62,0.05,0.34,0.01,0.01,1.47,0.34,0.0,0.0,96.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,25,Armature Plate,0.88,0.59,0.07,0.28,0.01,0.01,1.73,0.42,0.0,0.0,96.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,26,Armature Plate,0.76,0.55,0.05,0.27,0.01,0.01,1.53,0.33,0.0,0.0,96.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,27,Armature Plate,0.92,0.71,0.06,0.28,0.01,0.01,1.68,0.41,0.0,0.0,95.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,28,Armature Plate,0.75,0.7,0.06,0.31,0.01,0.01,1.5,0.34,0.0,0.0,96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,29,Armature Plate,0.74,0.69,0.05,0.37,0.01,0.01,1.96,0.35,0.0,0.0,95.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,30,Armature Plate,0.76,0.68,0.06,0.44,0.01,0.01,1.6,0.43,0.0,0.0,96.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,31,Armature Plate,0.94,0.66,0.06,0.33,0.01,0.01,1.69,0.38,0.0,0.0,95.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,32,Armature Plate,0.69,0.73,0.06,0.37,0.02,0.01,1.63,0.3,0.0,0.0,96.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,33,Armature Plate,0.79,0.59,0.05,0.42,0.02,0.01,1.92,0.37,0.0,0.0,95.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,34,Armature Plate,0.97,0.58,0.07,0.28,0.01,0.01,1.6,0.37,0.0,0.0,96.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,35,Armature Plate,0.65,0.51,0.05,0.27,0.01,0.01,1.77,0.3,0.0,0.0,96.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,36,Armature Plate,0.88,0.62,0.06,0.39,0.01,0.01,1.78,0.43,0.0,0.0,95.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,37,Armature Plate,0.68,0.56,0.05,0.33,0.01,0.01,1.86,0.23,0.0,0.0,96.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,38,Armature Plate,0.77,0.52,0.07,0.28,0.02,0.01,1.6,0.32,0.0,0.0,96.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,39,Armature Plate,0.79,0.6,0.05,0.31,0.01,0.01,1.46,0.28,0.0,0.0,96.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,40,Armature Plate,0.87,0.51,0.05,0.26,0.01,0.01,1.6,0.4,0.0,0.0,96.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,41,Armature Plate,0.82,0.52,0.04,0.29,0.01,0.01,1.58,0.29,0.0,0.0,96.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,42,Armature Plate,0.87,0.74,0.05,0.36,0.01,0.01,1.72,0.41,0.0,0.0,95.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,43,Armature Plate,0.69,0.53,0.06,0.32,0.01,0.01,1.56,0.38,0.0,0.0,96.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,44,Armature Plate,0.9,0.6,0.05,0.41,0.01,0.01,1.63,0.31,0.0,0.0,96.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,45,Armature Plate,0.81,0.67,0.07,0.38,0.02,0.01,1.64,0.29,0.0,0.0,96.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,46,Armature Plate,0.95,0.57,0.06,0.31,0.01,0.01,1.61,0.33,0.0,0.0,96.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,47,Armature Plate,0.82,0.73,0.07,0.26,0.01,0.01,1.56,0.27,0.0,0.0,96.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,48,Armature Plate,0.71,0.57,0.06,0.33,0.01,0.01,1.7,0.35,0.0,0.0,96.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,49,Armature Plate,0.89,0.57,0.05,0.27,0.01,0.01,1.7,0.3,0.0,0.0,96.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,50,Armature Plate,0.72,0.65,0.06,0.39,0.01,0.01,1.72,0.27,0.0,0.0,96.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,51,Armature Plate,0.86,0.72,0.05,0.36,0.01,0.01,1.81,0.3,0.0,0.0,95.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,52,Armature Plate,0.66,0.74,0.06,0.37,0.02,0.01,1.8,0.36,0.0,0.0,95.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,53,Armature Plate,0.95,0.54,0.06,0.33,0.01,0.01,1.84,0.33,0.0,0.0,95.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,54,Armature Plate,0.78,0.61,0.06,0.26,0.01,0.01,1.67,0.37,0.0,0.0,96.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,55,Armature Plate,0.99,0.54,0.05,0.26,0.01,0.01,1.69,0.27,0.0,0.0,96.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,56,Armature Plate,0.78,0.65,0.05,0.31,0.01,0.01,1.64,0.3,0.0,0.0,96.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,57,Armature Plate,0.69,0.66,0.06,0.36,0.01,0.01,1.84,0.28,0.0,0.0,96.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,58,Armature Plate,0.81,0.87,0.05,0.31,0.01,0.01,1.81,0.37,0.0,0.0,95.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,59,Armature Plate,0.88,0.68,0.07,0.31,0.01,0.01,1.78,0.33,0.0,0.0,95.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,60,Armature Plate,0.8,0.62,0.05,0.26,0.01,0.01,1.73,0.28,0.0,0.0,96.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,61,Armature Plate,0.83,0.67,0.06,0.3,0.01,0.01,1.56,0.35,0.0,0.0,96.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,62,Armature Plate,0.79,0.6,0.05,0.35,0.01,0.01,1.84,0.27,0.0,0.0,96.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,63,Armature Plate,0.89,0.56,0.07,0.27,0.01,0.01,1.77,0.29,0.0,0.0,96.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,64,Armature Plate,0.78,0.73,0.06,0.35,0.01,0.01,1.91,0.3,0.0,0.0,95.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,65,Armature Plate,0.89,0.77,0.06,0.33,0.01,0.01,1.63,0.32,0.0,0.0,95.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,66,Armature Plate,0.78,0.66,0.06,0.27,0.01,0.01,1.76,0.38,0.0,0.0,96.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,67,Armature Plate,0.75,0.5,0.05,0.29,0.01,0.01,1.84,0.3,0.0,0.0,96.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,68,Armature Plate,0.95,0.54,0.05,0.29,0.01,0.01,1.53,0.25,0.0,0.0,96.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,69,Armature Plate,0.78,0.59,0.05,0.35,0.01,0.01,1.56,0.35,0.0,0.0,96.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,70,Armature Plate,0.73,0.66,0.06,0.24,0.01,0.01,1.39,0.42,0.0,0.0,96.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,71,Armature Plate,0.74,0.7,0.06,0.32,0.01,0.01,1.64,0.3,0.0,0.0,96.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,72,Armature Plate,0.89,0.52,0.06,0.31,0.01,0.01,1.61,0.32,0.0,0.0,96.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,73,Armature Plate,0.79,0.6,0.05,0.28,0.01,0.01,1.75,0.33,0.0,0.0,96.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,74,Armature Plate,0.83,0.6,0.05,0.34,0.01,0.01,1.8,0.32,0.0,0.0,96.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,75,Armature Plate,0.86,0.65,0.04,0.29,0.01,0.01,1.57,0.33,0.0,0.0,96.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,76,Armature Plate,0.68,0.67,0.06,0.33,0.01,0.01,1.78,0.31,0.0,0.0,96.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,77,Armature Plate,0.65,0.63,0.05,0.32,0.01,0.01,1.41,0.33,0.0,0.0,96.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,78,Armature Plate,0.79,0.82,0.06,0.33,0.01,0.01,1.77,0.4,0.0,0.0,95.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,79,Armature Plate,0.67,0.62,0.06,0.23,0.01,0.01,1.76,0.37,0.0,0.0,96.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,80,Armature Plate,0.81,0.52,0.05,0.33,0.01,0.01,1.57,0.4,0.0,0.0,96.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,81,Armature Plate,0.81,0.59,0.05,0.28,0.01,0.01,1.75,0.39,0.0,0.0,96.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
